gvkey,entity_pname,has_funda_data,conm,sic,naics,spcindcd,spcseccd,fic
202814,SmarTone Telecommunications Holdings Ltd.,False,,,,,,
202816,CITIC International Financial Holdings Ltd.,False,,,,,,
202854,KAS BANK N.V.,False,,,,,,
202952,Klabin S.A.,False,KLABIN SA,2631,322,400,970,BRA
202970,Shikoku Bank Ltd.,False,,,,,,
202995,Shinsegae Co. Ltd.,False,,,,,,
203033,Heiwado Co. Ltd.,False,,,,,,
203094,Hitachi Software Engineering Co. Ltd.,False,,,,,,
203177,Hon Hai Precision Industry Co. Ltd.,False,HON HAI PRECISION IND CO LTD,3674,334413,,,TWN
203207,Hyakugo Bank Ltd.,False,,,,,,
203215,Hyundai Mobis Co. Ltd.,False,,,,,,
203216,KB Securities Co. Ltd.,False,,,,,,
203225,Mega International Commercial Bank Co. Ltd.,False,,,,,,
203269,Vale Indonesia Tbk. PT,False,,,,,,
203287,Industrial Finance Corp. of Thailand,False,,,,,,
203302,Caisses d'Epargne Participations,False,,,,,,
203313,Shenzhen International Holdings Ltd.,False,,,,,,
203358,Intrum AB (publ),False,,,,,,
203361,AntarChile S.A.,False,,,,,,
203374,Ionian & Popular Bank of Greece S.A.,False,,,,,,
203398,Italiana Assicurazioni SpA,False,,,,,,
203408,F&C Asset Management PLC,False,,,,,,
203442,Koc Holding A.S.,False,KOC HOLDING AS,9997,999977,120,976,TUR
203463,SCOR Deutschland Ruckversicherungs AG,False,,,,,,
203478,Korea Long Term Credit Bank,False,,,,,,
203482,Korean Reinsurance Co.,False,,,,,,
203560,Larsen & Toubro Ltd.,False,LARSEN & TOUBRO LTD,8711,541330,240,925,IND
203586,VTG GmbH,False,,,,,,
203600,Li & Fung Ltd.,False,LI & FUNG LTD,2340,315,475,976,BMU
203643,Shinhan Securities Co. Ltd.,False,,,,,,
203646,St.George Bank Ltd.,False,,,,,,
203652,Stagecoach Group Ltd.,False,,,,,,
203666,State Bank of India,False,STATE BANK OF INDIA,6020,522110,810,800,IND
203668,Standard Chartered Bank Australia Ltd.,False,,,,,,
203714,Compania Sud Americana de Vapores,False,,,,,,
203756,Grupo de Inversiones Suramericana S.A.,False,,,,,,
203761,Suruga Bank Ltd.,False,,,,,,
203775,S x L Corp.,False,,,,,,
203783,Garanti BBVA,False,TURKIYE GARANTI BANKASI AS,6020,522110,810,800,TUR
203836,TCC Group Holdings Co. Ltd.,False,,,,,,
203892,Tata Steel Ltd.,False,TATA STEEL LTD,3312,331110,,,IND
203894,Tata Power Co. Ltd.,False,,,,,,
203929,Grand Commercial Bank,False,,,,,,
203930,True Corp. Public Co. Ltd.,False,,,,,,
203931,Empresa Nacional de Telecomunicaciones S.A.,False,,,,,,
203961,Test Rite International Corp.,False,,,,,,
204009,Namco Ltd.,False,,,,,,
204012,Nan Ya Plastics Corp.,False,,,,,,
204025,National Foods Ltd.,False,,,,,,
204029,Dexus,False,,,,,,
204041,NGC Holdings Ltd.,False,,,,,,
204049,SK Hynix Inc.,False,,,,,,
204124,Comsys Holdings Corp.,False,,,,,,
204222,SoftBank Group Corp.,False,SOFTBANK GROUP CORP,4812,517312,190,940,JPN
204254,Taiyo Fire & Marine Insurance Co. Ltd.,False,,,,,,
204350,Yamada Denki Co. Ltd.,False,,,,,,
204473,SANKYO Co. Ltd.,False,,,,,,
204475,ACOM Co. Ltd.,False,ACOM CO LTD,6141,522210,845,800,JPN
204479,Telefonica Holding de Argentina S.A.,False,,,,,,
204489,UMC Japan Inc.,False,,,,,,
204492,Atlantic Telecom Group PLC,False,,,,,,
204571,Bavaria (State of),False,,,,,,
204667,Ceska pojistovna a.s.,False,,,,,,
204671,CEZ a.s.,False,CEZ A S,4931,2211,705,700,CZE
204719,Komercni Banka A.S.,False,,,,,,
204825,Hannover Rueck SE,False,HANNOVER RUECK SE,6311,524130,830,800,DEU
204837,Medco Energi Internasional Tbk. PT,False,,,,,,
204900,"Ceska Sporitelna, a.s.",False,,,,,,
204959,Chung Kuo Insurance Co. Ltd.,False,,,,,,
204963,PT Citra Marga Nusaphala Persada Tbk,False,,,,,,
204972,Kawasan Industri Jababeka Tbk. PT,False,,,,,,
204993,Double A (1991) Public Co. Ltd.,False,,,,,,
205074,Standard Chartered Bank (Taiwan) Ltd.,False,,,,,,
205139,Metropolitan Bank & Trust Co.,False,,,,,,
205145,Suncorp Group Ltd.,False,SUNCORP GROUP LTD,6331,524126,810,800,AUS
205174,Nexa Resources Peru S.A.A.,False,,,,,,
205180,Minera Valparaiso S.A.,False,,,,,,
205194,Mineral Resources Ltd.,False,,,,,,
205221,NWS Holdings Ltd.,False,,,,,,
205232,MLC Ltd.,False,,,,,,
205239,PT Modernland Realty Tbk.,False,,,,,,
205305,Musashino Bank Ltd.,False,,,,,,
205365,Okinawa Electric Power Co. Inc.,False,,,,,,
205392,Senshu Bank Ltd.,False,,,,,,
205430,World Co. Ltd.,False,,,,,,
205442,Ineos Vinyls Ltd.,False,,,,,,
205630,Haitong International Securities Group Ltd.,False,,,,,,
205651,YTL Power International Bhd.,False,,,,,,
205654,Bank of Baroda,False,,,,,,
205655,China Resources Land Ltd.,False,CHINA RESOURCES LAND LTD,6552,237210,305,976,CYM
205687,Bank Handlowy w Warszawie S.A.,False,,,,,,
205699,Swiss Life Holding AG,False,,,,,,
205816,Aiful Corp.,False,,,,,,
205871,Zagrebacka banka dd,False,,,,,,
205875,Alicorp S.A.A.,False,,,,,,
205879,Companhia de Eletricidade do Estado da Bahia,False,,,,,,
205900,Falabella S.A.,False,,,,,,
205905,Volcan Compania Minera S.A.A.,False,,,,,,
205906,Banco de Credito e Inversiones,False,,,,,,
205949,Ampla Energia e Servicos S.A,False,,,,,,
206009,Sapporo Bank Ltd.,False,,,,,,
206015,Steel Authority of India Ltd.,False,,,,,,
206182,IRPC Public Co. Ltd.,False,,,,,,
206192,Graninge AB,False,,,,,,
206192,Graningeverkens AB,False,,,,,,
206199,Consolidated Minerals Ltd. (Jersey),False,,,,,,
206207,Stadshypotek AB,False,,,,,,
206213,Cammell Laird Holdings PLC,False,,,,,,
206245,Filtronic PLC,False,,,,,,
206346,Engie Energia Chile S.A.,False,,,,,,
206359,AXA Seguros S.A. de C.V.,False,,,,,,
206359,Seguros La Comercial SA,False,,,,,,
206381,Hong Leong Bank Bhd.,False,,,,,,
206418,Banque de Tunisie,False,,,,,,
206419,Banque du Sud,False,,,,,,
206420,Banque Internationale Arabe de Tunisie,False,,,,,,
206432,Societe Tunisienne de Banque,False,,,,,,
206434,Union Bancaire pour le Commerce et l'Industrie,False,,,,,,
206438,Credit du Maroc,False,,,,,,
206451,Bank of Valletta PLC,False,,,,,,
206460,HSBC Bank Malta PLC,False,,,,,,
206461,Middlesea Insurance PLC,False,,,,,,
206463,Moscow City Telephone Network (JSC),False,,,,,,
206465,Novorossiysk Commercial Sea Port PJSC,False,NOVOROSSIYSK COML SEA PT,4400,4883,,,RUS
206472,RAO UES of Russia,False,,,,,,
206484,"Mapfre Vida, S.A., de Seguros y Reaseguros sobre la Vida Humana",False,,,,,,
206488,Usinor S.A.,False,,,,,,
206489,Clariant AG,False,,,,,,
206518,Bank BPH S.A.,False,,,,,,
206540,Far-Eastern Shipping Co. PLC,False,,,,,,
206570,Banka Celje d.d,False,,,,,,
206579,Inkombank (AB),False,,,,,,
206580,Inter-Europa Bank Rt.,False,,,,,,
206581,Investicna a Rozvojova Banka (IRB),False,,,,,,
206583,Sual International Ltd.,False,,,,,,
206584,"Irkutskenergo, AO EiE",False,,,,,,
206607,Kredyt Bank S.A.,False,,,,,,
206619,Magnitogorsk Iron and Steel Works PJSC,False,,,,,,
206642,NLMK PJSC,False,NOVOLIPETSK STEEL,3312,331110,,,RUS
206652,OTP Bank PLC,False,OTP BANK PLC,6020,522110,810,800,HUN
206702,Severstal PAO,False,SEVERSTAL PJSC,3310,331110,,,RUS
206735,"Vseobecna Uverova Banka, a.s.",False,,,,,,
206736,Towarzystwo Ubezpieczen i Reasekuracji WARTA S.A.,False,,,,,,
206759,O2 Czech Republic a.s.,False,,,,,,
206763,UnitedNetworks Ltd.,False,,,,,,
206850,Fubon Bank (Hong Kong) Ltd.,False,,,,,,
206862,Kingboard Chemical Holdings Ltd.,False,KINGBOARD HOLDINGS LIMITED,2670,322220,355,925,CYM
206877,China Resources Gas Group Ltd.,False,,,,,,
206897,Noble Group Ltd.,False,NOBLE GROUP LTD,5150,4245,,,BMU
206999,Security Bank Corp.,False,,,,,,
207074,Reliance Industries Ltd.,False,RELIANCE INDUSTRIES LTD,2911,324110,160,970,IND
207092,Rheinische Hypothekenbank AG,False,,,,,,
207126,Rizal Commercial Banking Corp.,False,,,,,,
207137,Rodamco Europe N.V.,False,,,,,,
207137,Rodamco NV,False,,,,,,
207167,RPC Group Plc,False,RPC GROUP PLC,3089,326199,355,925,GBR
207191,Sadia S.A.,False,,,,,,
207195,Safety Insurance Public Co. Ltd.,False,,,,,,
207218,Samaggi Ins. Public Co. Ltd.,False,,,,,,
207223,Samchully Co. Ltd.,False,,,,,,
207224,GCL New Energy Holdings Ltd.,False,,,,,,
207423,Orazul Energy Egenor S. en C. por A.,False,,,,,,
207627,Road King Infrastructure Ltd.,False,ROAD KING INFRASTRUCTURE LTD,6552,237210,620,600,BMU
207861,Daehan Fire & Marine Insurance Co. Ltd.,False,,,,,,
207878,Hyundai Marine & Fire Insurance Co. Ltd.,False,,,,,,
207894,Citibank Korea Inc.,False,,,,,,
207918,Meritz Fire & Marine Insurance Co. Ltd.,False,,,,,,
207923,Busan Bank,False,,,,,,
207933,Hanwha General Insurance Co. Ltd.,False,,,,,,
207940,Ssangyong Fire & Marine Insurance Co. Ltd.,False,,,,,,
208017,China Vanke Co. Ltd.,False,,,,,,
208044,Siam City Bank Public Co. Ltd.,False,,,,,,
208048,Thai Commercial Ins. Public Co. Ltd. (The),False,,,,,,
208093,Singapore Reinsurance Corporation Ltd.,False,,,,,,
208095,Singapore Telecommunications Ltd.,False,SINGAPORE TELECOMMUNICATIONS,4812,517312,715,974,SGP
208104,Popular y Porvenir Cia. de Seguros,False,,,,,,
208124,SMC Corp.,False,SMC CORP,3822,334512,230,940,JPN
208159,Solidbank Corp.,False,,,,,,
208175,Oil and Natural Gas Corp. Ltd.,False,,,,,,
208176,Organizacion Soriana S.A.B. de C.V.,False,,,,,,
208192,Southern Bank Berhad,False,,,,,,
208261,Bank Millennium Capital Group,False,,,,,,
208276,Vozrozhdenie Bank,False,,,,,,
208285,Companhia de Seguros Tranquilidade S.A.,False,,,,,,
208299,Cognor Holding S.A.,False,,,,,,
208304,PT Semen Indonesia (Persero) Tbk,False,PT SEMEN INDONESIA (PERSERO),3241,327310,202,970,IDN
208309,Senko Co. Ltd.,False,,,,,,
208341,Shenwan Hongyuan (H.K.) Ltd.,False,,,,,,
208350,HIT Entertainment Ltd.,False,,,,,,
208361,SIG PLC,False,,,,,,
208372,Shibusawa Warehouse Co. Ltd.,False,,,,,,
208376,PT Bank Pan Indonesia Tbk.,False,,,,,,
208387,Kunlun Energy Co. Ltd.,False,KUNLUN ENERGY CO LTD,4923,221210,380,935,BMU
208392,Paranapanema S.A.,False,,,,,,
208466,Petrol Ofisi A.S.,False,,,,,,
208473,PCF GmbH,False,,,,,,
208475,Phatra Thanakit Public Co. Ltd.,False,,,,,,
208477,Kovohute Bridlicna A.S.,False,,,,,,
208479,Philippine Commercial International Bank,False,,,,,,
208542,Polysindo Eka Perkasa (P.T.),False,,,,,,
208552,Ports of Auckland Ltd.,False,,,,,,
208554,Grupo Posadas S.A.B. de C.V.,False,,,,,,
208574,Press Metal Aluminium Holdings Bhd.,False,,,,,,
208581,Prime Property Fund LLC,False,,,,,,
208614,Severomoravska Energetika  a.s.,False,,,,,,
208623,PTT Exploration and Production Public Co. Ltd.,False,PTT EXPLORATION & PRODUCTION,1311,2111,380,935,THA
208710,El Pacifico-Peruano-Suiza S.A.,False,,,,,,
208724,Pakuwon Jati Tbk. PT,False,,,,,,
208745,Northern Ireland Electricity Networks Ltd.,False,,,,,,
208752,Nuernberger Beteiligungs-AG,False,,,,,,
208765,Samsung Fire & Marine Insurance Co. Ltd.,False,,,,,,
208821,Sartorius AG,False,SARTORIUS AG,3826,334516,230,940,DEU
208888,DB Insurance Co. Ltd.,False,,,,,,
209001,Circle K Sunkus Co. Ltd.,False,,,,,,
209002,Thai Reinsurance Public Co. Ltd.,False,,,,,,
209048,Titan Cement International,False,,,,,,
209052,New World Infrastructure Ltd.,False,,,,,,
209120,Kiraboshi Bank Ltd.,False,,,,,,
209129,VolgaTelecom (OJSC),False,,,,,,
209234,Italy,False,,,,,,
209258,Tullow Oil,False,TULLOW OIL PLC,1311,2111,380,935,GBR
209265,Turk Hava Yollari A.O.,False,,,,,,
209289,Pfleiderer Group B.V. & Co. KG,False,,,,,,
209300,Abbot Group Ltd.,False,,,,,,
209306,Industrial and Commercial Bank of China (Asia) Ltd.,False,,,,,,
209308,Union Bank of the Philippines,False,,,,,,
209314,Union Insurance Co. Ltd.,False,,,,,,
209324,Zapadoceska Energetika a.s.,False,,,,,,
209360,Urbaine U.A.P. Cie. Belge d'Ass. et de Reass. S.A.,False,,,,,,
209405,Vestel Elektronik Sanayi Ve Ticaret A.S.,False,,,,,,
209411,Victoria PLC,False,,,,,,
209499,Investa Property Group,False,,,,,,
209513,Wilrig AS,False,,,,,,
209521,Wing Hang Bank Ltd.,False,OCBC WING HANG BANK LTD,6020,522110,810,800,HKG
209549,Wuerttembergische und Badische Vers. AG,False,,,,,,
209571,Yapi ve Kredi Bankasi A.S.,False,,,,,,
209571,Yapi ve Kredi Bankasi A.S. (former),False,,,,,,
209610,SK Corp.,False,,,,,,
209837,Kiwi Property Group Ltd.,False,,,,,,
209843,Korean French Banking Corp.,False,,,,,,
209913,Banco Portugues do Atlantico S.A.,False,,,,,,
209982,Guardian National Insurance Co. Ltd.,False,,,,,,
210152,LIG Insurance Co. Ltd.,False,,,,,,
210201,Delta Electronics Inc.,False,,,,,,
210230,Alcoa of Australia Ltd.,False,,,,,,
210232,APN News & Media Ltd.,False,,,,,,
210240,Bonlac Foods Ltd.,False,,,,,,
210328,Robert Bosch GmbH,False,,,,,,
210359,EWE AG,False,,,,,,
210479,Renault S.A.,False,RENAULT SA,3711,336111,120,976,FRA
210494,Societe Nationale SNCF,False,,,,,,
210576,Hongkong Land Holdings Ltd.,False,HONGKONG LAND HOLDINGS LTD,6500,531,305,976,BMU
210582,Minsur S.A.,False,,,,,,
210598,Trust Bank New Zealand Ltd.,False,,,,,,
210606,Reinsurance Australia Corporation Ltd. (ReAC),False,,,,,,
210614,Go-Ahead Group Ltd. (The),False,,,,,,
210638,Universal Robina Corp.,False,,,,,,
210701,Kimberly-Clark de Mexico S.A.B. de C.V.,False,KIMBERLY-CLARK DE MEXICO SA,2670,322291,400,970,MEX
210739,DB Group Ltd.,False,,,,,,
210805,Perenti Ltd.,False,,,,,,
210807,Beni Stabili SpA SIIQ,False,,,,,,
210816,AG Insurance,False,,,,,,
210829,R.M.C.A. Reinsurance Ltd.,False,,,,,,
210835,3i Group PLC,False,3I GROUP PLC,6799,523910,850,800,GBR
210865,Vicinity Centres,False,,,,,,
210878,SGIO Insurance Ltd.,False,,,,,,
210953,THK Co. Ltd.,False,THK CO LTD,3569,333999,345,925,JPN
211137,Oriental Bank of Commerce,False,,,,,,
211156,Rolta India Ltd.,False,,,,,,
211383,Banque Tarneaud S.A.,False,,,,,,
211389,Caisse Regionale de Credit Agricole de la Somme,False,,,,,,
211390,Caisse Regionale de Credit Agricole Mutuel d'Ille et Vilaine,False,,,,,,
211407,Derichebourg,False,,,,,,
211412,Selectibail,False,,,,,,
211425,Anglo-Elementar Versicherungs AG,False,,,,,,
211437,G4S PLC,False,G4S PLC,7380,56162,175,976,GBR
211443,Immofinanz AG,False,,,,,,
211457,Raiffeisen Zentralbank Oesterreich AG,False,,,,,,
211479,Cegedim S.A.,False,,,,,,
211483,Caisse Regionale de Credit Agricole Mutuel du Languedoc,False,,,,,,
211503,Teleperformance SE,False,TELEPERFORMANCE,7389,56142,456,976,FRA
211512,Touax S.C.A.,False,,,,,,
211599,Ei Group PLC,False,,,,,,
211655,MTN Group Ltd.,False,MTN GROUP LTD,4812,517312,462,974,ZAF
211751,Krungthai Thanakit Public Co. Ltd,False,,,,,,
211768,Telemar Norte Leste S.A.,False,,,,,,
211774,Banque Cantonale de Geneve,False,,,,,,
211777,Cofinimmo S.A./N.V.,False,,,,,,
211784,Hypothekenbank in Essen AG,False,,,,,,
211792,Nuernberger Hypothekenbank AG,False,,,,,,
211797,Steen & Strom AS,False,,,,,,
211803,AEON Credit Service (Asia) Co. Ltd.,False,,,,,,
211818,Mosel Vitelic Inc.,False,,,,,,
211939,Corporacion GEO S.A.B. de C.V.,False,CORPORACION GEO SA DE CV,6552,237210,305,976,MEX
211943,Sigma Alimentos S.A. de C.V.,False,,,,,,
211946,"Banco Pinto & Sotto Mayor, S.A.",False,,,,,,
211947,Banco Santander Totta S.A.,False,,,,,,
211986,Islandsbanki hf,False,,,,,,
212028,IMA SpA,False,,,,,,
212038,Hansabank,False,,,,,,
212113,Ricoh Leasing Co. Ltd.,False,,,,,,
212137,Clubhaus PLC,False,,,,,,
212167,SKYCITY Entertainment Group Ltd.,False,,,,,,
212173,Petroquimica Comodoro Rivadavia S.A.,False,,,,,,
212200,Hikari Tsushin Inc.,False,,,,,,
212267,Attijariwafa Bank,False,,,,,,
212380,Usinas Siderurgicas de Minas Gerais S.A.,False,USINAS SIDERURGICAS DE MINAS,3310,3311,460,970,BRA
212386,Total Access Communication Public Co. Ltd.,False,,,,,,
212393,Banco BBVA Peru,False,,,,,,
212427,Fortescue Ltd,False,FORTESCUE LTD,1000,212210,,,AUS
212495,Tingyi (Cayman Islands) Holding Corp.,False,TINGYI (CAYMAN ISLANDS) HLDG,2086,312111,250,978,CYM
212500,Wan Hai Lines Ltd.,False,,,,,,
212550,Giraudy S.A.,False,,,,,,
212628,Aristocrat Leisure Ltd.,False,,,,,,
212631,Bank of Western Australia Ltd.,False,,,,,,
212709,Takefuji Corp.,False,,,,,,
212763,Westfield America Trust,False,,,,,,
212777,Indian Oil Corp. Ltd.,False,,,,,,
212781,Brunner Mond Group PLC,False,,,,,,
212786,Sol Melia S.A.,False,,,,,,
212811,Piraeus Financial Holdings S.A.,False,,,,,,
212820,Lavipharm S.A.,False,,,,,,
212843,Hermis Bankas,False,,,,,,
212856,Macquarie Group Ltd.,False,MACQUARIE GROUP LTD,6200,523,810,800,AUS
212859,Dhipaya Insurance Public Co. Ltd.,False,,,,,,
212866,Nakornthai Strip Mill Public Co. Ltd.,False,,,,,,
212894,BorsodChem Rt,False,,,,,,
212901,Central Japan Railway Co.,False,CENTRAL JAPAN RAILWAY CORP,4011,482111,610,600,JPN
212922,Commercial International Bank (Egypt) S.A.E.,False,COMMERCIAL INTL BANK EGYPT,6020,522110,810,800,EGY
212928,CK Infrastructure Holdings Ltd.,False,CK INFRASTRUCTURE HLDNGS LTD,4931,2211,155,976,BMU
212948,Fast Retailing Co. Ltd.,False,FAST RETAILING CO LTD,5600,4481,452,976,JPN
212955,Banca Mediolanum,False,,,,,,
212970,Bank Negara Indonesia (Persero) Tbk. PT,False,,,,,,
212974,Daya Guna Samudera Tbk (PT),False,,,,,,
212978,PT Lippo Karawaci Tbk.,False,,,,,,
213022,Haitong Bank S.A.,False,,,,,,
213027,Tryg Garantiforsikring A/S,False,,,,,,
213028,Belfius Bank SA/NV,False,,,,,,
213028,Dexia Banque Belgique,False,,,,,,
213029,DSV A/S,False,DSV A/S,4213,484121,615,600,DNK
213042,Konecranes Terex Plc,False,,,,,,
213067,Flughafen Zurich AG,False,FLUGHAFEN ZUERICH AG,4581,48811,620,600,CHE
213068,Gerling-Konzern Allgemeine Versicherungs-AG,False,,,,,,
213127,Gazprom Neft PJSC,False,GAZPROM NEFT PJSC,2911,324110,,,RUS
213136,NGC Generation Holdings Ltd.,False,,,,,,
213143,Wafabank,False,,,,,,
213144,OAO NK Yukos,False,,,,,,
213166,Eesti Uhispank,False,,,,,,
213193,Oriental Land Co. Ltd.,False,,,,,,
213194,SEAT PagineGialle SpA,False,,,,,,
213202,Chiao Tung Bank,False,,,,,,
213203,New Zealand Dairy Board,False,,,,,,
213210,Ritek Corp.,False,,,,,,
213217,Cathay United Bank Co. Ltd.,False,,,,,,
213248,Ronin Property Group,False,,,,,,
213252,Banco BICE,False,,,,,,
213254,Scotiabank Chile,False,,,,,,
213257,Banco do Estado de Sao Paulo S.A.,False,,,,,,
213259,Banco Real S.A.,False,,,,,,
213260,Empresa Electrica Pehuenche S.A.,False,,,,,,
213278,Digital Telecommunications Philippines Inc.,False,,,,,,
213290,Aguas Andinas S.A.,False,,,,,,
213322,Hypo Vorarlberg Bank AG,False,,,,,,
213327,Concordia Maritime AB,False,,,,,,
213348,Swiss Re Mexico S.A.,False,,,,,,
213367,Deutsche Pfandbriefbank AG,False,,,,,,
213380,Ping An Bank Co. Ltd.,False,,,,,,
213398,Lloyd Continental S.A.,False,,,,,,
213408,Sueddeutsche Bodencreditbank AG,False,,,,,,
213410,Vereinte Versicherung AG,False,,,,,,
213423,Centrica PLC,False,CENTRICA PLC,4923,221210,710,700,GBR
213436,AXA Portugal Companhia de Seguros,False,,,,,,
213467,KCB Group Ltd.,False,,,,,,
213472,Qatar National Bank ALAHLI S.A.E,False,,,,,,
213491,Kier Group PLC,False,,,,,,
213494,Kerry Properties Ltd.,False,KERRY PROPERTIES LTD,6500,237210,305,976,BMU
213495,Shenzhen Expressway Corp. Ltd.,False,,,,,,
213509,Yuexiu Transport Infrastructure Ltd.,False,,,,,,
213531,Al-Ahram Beverages Co. S.A.E.,False,,,,,,
213532,MOL Hungarian Oil and Gas PLC,False,MOL HUNGARIAN OIL,2911,324110,380,935,HUN
213559,Ignitis Gamyba,False,,,,,,
213860,Banco Internacional del Peru S.A.A. - Interbank,False,,,,,,
213999,Egyptian American Bank S.A.E.,False,,,,,,
214000,Equitable PCI Bank Inc.,False,,,,,,
214519,SinoPac Holdings,False,,,,,,
214523,E.SUN Financial Holding Co. Ltd.,False,,,,,,
214523,E.SUN Commercial Bank Ltd.,False,,,,,,
214527,Taishin Financial Holding Co. Ltd.,False,,,,,,
214659,Erste Group Bank AG,False,ERSTE GROUP BK AG,6020,522110,810,800,AUT
214759,Heidelberger Druckmaschinen AG,False,,,,,,
214839,BRISA Auto-Estradas de Portugal S.A.,False,,,,,,
214881,Nordea Bank Abp,False,NORDEA BANK ABP,6020,522110,810,800,FIN
214882,Singapore Technologies Engineering Ltd.,False,SINGAPORE TECHNOLOGIES ENGR,3720,3364,220,925,SGP
215100,Challenger Ltd.,False,,,,,,
215179,Ayvens,False,,,,,,
215620,Debenhams PLC,False,DEBENHAMS PLC,5311,452210,430,976,GBR
215739,Kolbenschmidt Pierburg AG,False,,,,,,
215842,Bank Audi S.A.L.,False,,,,,,
215849,Gunes Sigorta A.S.,False,,,,,,
216026,Belvedere S.A.,False,,,,,,
216028,Bank of India,False,,,,,,
216033,Corporation Bank,False,,,,,,
216259,AAPT Ltd.,False,,,,,,
216524,EnBW Energie Baden-Wuerttemberg AG,False,,,,,,
216529,Hypothekenbank Frankfurt AG,False,,,,,,
216531,Wuerttembergische Lebensversicherung AG,False,,,,,,
216532,Hypo Real Estate Bank International AG,False,,,,,,
216608,Munters AB,False,,,,,,
216609,Metlen Energy & Metals S.A.,False,,,,,,
216613,TGS ASA,False,,,,,,
216614,Northern Offshore Ltd.,False,,,,,,
216616,Ocean Rig UDW Inc.,False,,,,,,
216629,Seche Environnement S.A.,False,,,,,,
216659,Aeroporti di Roma SpA,False,,,,,,
216660,Banca Carige SpA,False,,,,,,
216662,Banco di Desio e della Brianza S.p.A.,False,,,,,,
216669,IT Holding SpA,False,,,,,,
216702,Taiwan Power Co.,False,,,,,,
216719,Aneka Tambang Tbk. PT,False,,,,,,
216721,PT MNC Investama Tbk.,False,,,,,,
216723,PT Sentul City Tbk.,False,,,,,,
216729,Menatep St. Petersburg,False,,,,,,
216739,Airport Authority Hong Kong,False,,,,,,
216839,Anhui Conch Cement Co. Ltd.,False,ANHUI CONCH CEMENT CO LTD,3241,327310,202,970,CHN
216840,EDP Espirito Santo Distribuicao de Energia S.A.,False,,,,,,
216900,Kazkommertsbank JSC,False,,,,,,
217202,Concord New Energy Group Ltd.,False,,,,,,
217459,Kowloon-Canton Railway Corp.,False,,,,,,
217643,RHB Investment Bank Bhd.,False,,,,,,
217719,Banco de Bogota S.A. y Subsidiarias,False,,,,,,
217999,AMP Ltd.,False,,,,,,
218468,"Petrol d.d., Ljubljana",False,,,,,,
219451,TNT Ltd.,False,,,,,,
219610,Caisse Regionale de Credit Agricole Mutuel de Centre Loire,False,,,,,,
219611,Caisse Regionale de Credit Agricole Mutuel du Morbihan,False,,,,,,
219612,Caisse Regionale de Credit Agricole Mutuel de L'oise,False,,,,,,
219615,Caisse Regionale de Credit Agricole Mutuel de Loire-Haute Loire,False,,,,,,
219616,Caisse Regionale de Credit Agricole Mutuel du Pas-de-Calais,False,,,,,,
219617,Caisse Regionale de Credit Agricole Mutuel Toulouse 31,False,,,,,,
219618,Caisse Regionale de Credit Agricole Mutuel de la Touraine et du Poitou,False,,,,,,
219634,Altarea SCA,False,,,,,,
220008,MNRB Holdings Bhd.,False,,,,,,
220049,Scottish American Investment Co. PLC,False,,,,,,
220097,Inti Indorayon Utama (P.T),False,,,,,,
220125,Sumitomo Mitsui Finance and Leasing Co. Ltd.,False,,,,,,
220161,Bank Polska Kasa Opieki S.A.,False,,,,,,
220191,Gulf Investment Corporation G.S.C.,False,,,,,,
220244,Qantas Airways Ltd.,False,QANTAS AIRWAYS LTD,4512,481111,605,600,AUS
220301,Merck KGaA,False,MERCK KGAA,2834,325412,285,905,DEU
220313,RENK GmbH,False,,,,,,
220332,Marseille-Kliniken AG,False,,,,,,
220347,LeasePlan Corp. N.V.,False,,,,,,
220350,N.V. Nederlandse Gasunie,False,,,,,,
220350,Gasunie (B.V. Nederlandse),False,,,,,,
220375,Koninklijke Vendex KBB N.V.,False,,,,,,
220376,Corio N.V.,False,,,,,,
220382,Migros Genossenschaftsbund,False,,,,,,
220399,Ford Otomotiv Sanayi A.S.,False,,,,,,
220400,Sisecam,False,,,,,,
220414,Geely Automobile Holdings Ltd.,False,GEELY AUTOMOBILE HLDGS LTD,3711,336111,454,940,CYM
220426,Zurich Insurance Group.,False,ZURICH INSURANCE GROUP AG,6351,5241,850,800,CHE
220454,ESKOM Holdings SOC Ltd.,False,,,,,,
220475,CESP-Companhia Energetica de Sao Paulo,False,,,,,,
220478,Eletropaulo Metropolitana Eletricidade de Sao Paulo S.A.,False,,,,,,
220485,Chilectra S.A.,False,,,,,,
220496,El Puerto de Liverpool S.A.B. de C.V.,False,,,,,,
220509,Grupo Mexico S.A.B. de C.V.,False,GRUPO MEXICO SAB DE CV,1000,2122,360,970,MEX
220520,Danfoss A/S,False,,,,,,
220562,SES S.A.,False,,,,,,
220575,SAS AB,False,,,,,,
220586,Naturgy Energy Group S.A.,False,NATURGY ENERGY GROUP SA,4923,221210,710,700,ESP
220601,Informa PLC,False,INFORMA PLC,7310,5418,410,976,GBR
220626,Air Water Inc.,False,,,,,,
220690,Kamps AG,False,,,,,,
220833,Airbus SE,False,AIRBUS SE,3721,336411,220,925,NLD
220840,Altran Technologies S.A.,False,,,,,,
220867,AREVA,False,,,,,,
220904,Delachaux Group SAS,False,,,,,,
220920,Electricite de France S.A.,False,EDF,4911,2211,705,700,FRA
220926,Eutelsat Communications S.A.,False,EUTELSAT GROUP,4899,517410,180,940,FRA
220929,Covivio Hotels,False,,,,,,
